,first,last,nickname,fighter_id
1509,Nick,Hein,Sergeant,2816ced060a21be3
1510,Ian,Heinisch,The Hurricane,2e585c701f72fe55
1511,Marcin,Held,,bf43fed8f29e1671
1512,Delson,Heleno,Pe De Chumbo,970beed85bc46b63
1513,Matt,Helm,,cacfd51b8e97ace0
1514,Elisha,Helsper,Knuckles,0971be7d94e109e1
1515,Dan,Henderson,Hendo,1ccf4e7caff270df
1516,Benson,Henderson,Smooth,2676b28836a5a836
1517,Ron,Henderson,,498f0d066396ec59
1518,Josh,Hendricks,,7649c4c95b824488
1519,Johny,Hendricks,Bigg Rigg,0941df56f6ac954b
1520,Cory,Hendricks,,9ab9912e0f8fa6d6
1521,Luis,Henrique,KLB,e5bda12faabfc850
1522,Jose,Henrique,Canela,20a0e4cc5227c117
1523,Diego,Henrique da Silva,Gaucho,1649770c649db6a5
1524,Danny,Henry,The Hatchet,f7d73e452b064bf2
1525,Victor,Henry,La Mangosta,eb8d8c2a95cfccb8
1526,TJ,Hepburn,The Carnivore,e1acbb6352ca3551
1527,Jai,Herbert,Black Country Banger,4c88a1db5a46c6a4
1528,Ed,Herman,Short Fuse,06f36cf4bd97ec77
1529,Dave,Herman,,cbd6f1abf955e628
1530,Jack,Hermansson,The Joker,0a1942069c9ad6b6
1531,Noe,Hernandez,,df2cf66d8c0123db
1532,Joe,Hernandez,,4a76daef28549957
1533,Ramiro,Hernandez,Junior,915c8d39d4a0e7d1
1534,Alexander,Hernandez,The Great Ape,262a7d06203657e6
1535,Anthony,Hernandez,Fluffy,093e1f5bb73850be
1536,Nohelin,Hernandez,Suave,f97c5433c77522d3
1537,Carlos,Hernandez,,798e48f9e7f6ba22
1538,Paul,Herrera,The Bone Crusher,440c9dbab63528fb
1539,Chris,Herrera,The Crusher,f71028a6e5128856
1540,Geane,Herrera,La Pulga,c169545ab0825f44
1541,Alvaro,Herrera Mendoza,Chango,74d35fbc9c6a61bd
1542,Felice,Herrig,Lil Bulldog,b6850671a008bf9a
1543,Heath,Herring,The Texas Crazy Horse,7450525c7ba032a0
1544,Jon,Hess,,32a3025d5db456ae
1545,Clint,Hester,Headbussa,92b62174c175ce19
1546,Brandon,Hester,The Beast,13150cf89a5b81e0
1547,Jimy,Hettes,The Kid,893d51aaf024eddd
1548,Conor,Heun,Hurricane,fdb02029556ff4ed
1549,Marcus,Hicks,The Wrecking Ball,e69c5ce12f4e762b
1550,Jay,Hieron,The Thoroughbred,5bb0a618ad03ac64
1551,Brady,Hiestand,,7af33fc4435017f1
1552,Lee,Higgins,,88432fe79d5091d9
1553,Jason,High,The Kansas City Bandit,e5d03e4d966126bd
1554,Richie,Hightower,The Dirty Samurai,318e629d1eb7aa49
1555,Alex,Higley,,2af2d675f7d847e3
1556,Corey,Hill,,abbc737317f66b81
1557,Isaiah,Hill,,86b30a86664cb6e4
1558,Angela,Hill,Overkill,f0feeb2192937424
1559,Tyler,Hill,,006efbb0c1621fd7
1560,Jamahal,Hill,Sweet Dreams,5444c5a201d3ee5a
1561,Kailan,Hill,,bc7efc037c5f6550
1562,Branden Lee,Hinkle,The Iron Lion,06f0ffa6446c5b6d
1563,Hatsu,Hioki,,ef7fa30364cbe7f2
1564,Alan,Hiro,Yamaniha,483b3170b3c05cf0
1565,Kuniyoshi,Hironaka,,9d4522df6fc49a47
1566,Mizuto,Hirota,Pugnus,35faad160d346839
1567,Yuji,Hisamatsu,,8332a607df696345
1568,Kwan,Ho Kwak,,c13042265355a290
1569,Matt,Hobar,The Crowbar,b57edace7b647f07
1570,Bobby,Hoffman,The Truth,afaad7d6a581e307
1571,Chris,Hofmann,,33fb306278dbb3e5
1572,Sam,Hoger,The Alaskan Assassin,84a067c46306a737
1573,Andrew,Holbrook,,66ab58d0b3783607
1574,Sean,Holden,,acbb9c76f5894e36
1575,Chris,Holdsworth,,fc60ecf0671b9489
1576,Kevin,Holland,Trailblazer,3a46b268013afede
1577,Roger,Hollett,The Hulk,27d65e9d0fba61ea
1578,Max,Holloway,Blessed,150ff4cc642270b9
1579,Gabrielle,Holloway,Gabanator,e30715382f42b772
1580,Jeremie,Holloway,Hit Em,ee28aa7f1043756c
1581,Holly,Holm,The Preacher's Daughter,634e2fb70bde3fd5
1582,Rex,Holman,Big Dog,b5ea750025697880
1583,Joseph,Holmes,Uglyman Joe,8d20d76af3f213ce
1584,Kurt,Holobaugh,,a7151778b3381036
1585,Paddy,Holohan,The Hooligan,6e7c758f5cdec01a
1586,Ben,Holscher,The Teacher,6070f16bcfd89fcf
1587,Mark,Holst,Boots,c11f50e9c1513ce9
1588,Scott,Holtzman,Hot Sauce,df1eb4354d18a906
1589,Sabah,Homasi,,71f048adbfed5b49
1590,Mark,Hominick,The Machine,0a97691039c4bbfb
1591,Barb,Honchak,Little Warrior,472f6f6e6d962f40
1592,Chris,Honeycutt,The Cutt,4d2e3320d815f687
1593,JunYoung,Hong,Drunken Red,b24666e26bd750a3
1594,SeongChan,Hong,Honey Badger,10d4575f497face4
1595,Satoshi,Honma,,d2b1c1317a39f6c6
1596,David,Hood,,5af480a3b2e1726b
1597,Lorenzo,Hood,Dream Killer,7f9abc4db2d05764
1598,Dan,Hooker,The Hangman,193b9d1858bc4df3
1599,Chase,Hooper,The Dream,971246648e162f0d
1600,Darrell,Horcher,The Saint,18e8b7070228e728
1601,Moti,Horenstein,,baf942f4bcb09894
1602,Yoshinori,Horie,,3fa7688bfe48a493
1603,Kyoji,Horiguchi,,98aa60cf58071fd6
1604,Yuma,Horiuchi,Ichiban,f6c1ce7cfd600662
1605,Jeremy,Horn,Gumby,8d26912cd2aeb366
1606,Matt,Horning,Horndog,21632ba272c0785a
1607,Chris,Horodecki,The Polish Hammer,e29cf523ebd155c5
1608,Jamey-Lyn,Horth,,5c637af9472ae7cc
1609,Matt,Horwich,Suave,049d698d773eb3e1
1610,John,Hosman,,57591bbf1623574e
1611,Saeed,Hosseini,,21f2974fd08085e3
1612,Jeff,Hougland,Hellbound,97a8f39186f489db
1613,Trey,Houston,,c6668eeb261588d3
1614,Jamie,Houston,,4b1896310a907656
1615,Brian,Houston,B-Hue,36fbaa49a09ff997
1616,Harold,Howard,,a2b06ca02bca14c0
1617,John,Howard,Doomsday,fc31f896cde2bc2e
1618,Shane,Howell,,a7de976620f2ed13
1619,Hu,Yaozong,Totoro,f1175ea3aafbf351
1620,Carlos,Huachin,Perro Malo,225def29ecfe0fc1
1621,Brady,Huang,The Kung Fu Warrior,1ec1b6a7a29ffc71
1622,Yuele,Huang,,1c8b9f4d89b92e1b
1623,Austin,Hubbard,Thud,d2cd7a69cc55e7ed
1624,Collin,Huckbody,All In,f372a848d250e006
1625,Alex,Huddleston,The Shaved Gorilla,8b9197746bd3e005
1626,Roger,Huerta,El Matador,daf1b84aebd6602b
1627,Casey,Huffman,Hellbent,737d93a42b8c2e94
1628,Matt,Hughes,,621a6c59f88a44fe
1629,Mark,Hughes,,d62bb4d84a7267ba
1630,Jeff,Hughes,Lights Out,6a11e325aa60ad02
1631,Sam,Hughes,Sampage,e94085e821bd81de
1632,Victor,Hugo,Striker,f264ba50b007f39e
1633,David,Hulett,Hollywood,b0718335e9868cfd
1634,Bryan,Humes,,b9c75e7fc910f587
1635,Abongo,Humphrey,,cb1b4d237b0079e6
1636,Harry,Hunsucker,The Hurricane,f703250471acaf96
1637,Mark,Hunt,Super Samoan,eef9b891edbd4604
1638,Alex,Hunter,,baa5358456803df8
1639,Adam,Hunter,Warhammer,edc9eb3051f444fa
1640,Joe,Hurley,,21b54430c8eeb9cc
1641,Solomon,Hutcherson,King,155bfc7ed36622df
1642,Young,Hwang,,8588d14c4952b9fa
1643,Al,Iaquinta,Raging,59279a7c978f7da0
1644,Khadis,Ibragimov,,c3218c810959d279
1645,Minoki,Ichihara,,4565d435005319c0
1646,Dan,Ige,50K,82a5152216251682
1647,Valeri,Ignatov,,7b6ce3a9460565b5
1648,Sergey,Ignatov,,df9e9c1f65805d29
1649,Fabiano,Iha,,263ebd4a669e1e98
1650,Seichi,Ikemoto,,81f38d1640c4e70d
1651,Mikhail,Iloukhine,,b71667c778b6d9e5
1652,Zelim,Imadaev,,7f0f171414d0a287
1653,Yusuke,Imamura,,2ce6541127b0e232
1654,Masakazu,Imanari,,a4dd5c9a75763295
1655,Nassourdine,Imavov,,881bf86d4cba8578
1656,Brad,Imes,Hillbilly Heartthrob,4908c5ee68a50ee5
1657,Chris,Indich,,d5b7fac960e58920
1658,Chris,Inman,,f0a381ba65d2a933
1659,Guto,Inocente,,e7fe5315b1efeb92
1660,Enson,Inoue,Yamato Damashii,0cf935519d439ba6
1661,Egan,Inoue,,37a6c95201592fea
1662,Katsuya,Inoue,,b5882371e2a3900d
1663,Takeshi,Inoue,Lion,a61a0cd2829e5d4e
1664,Naoki,Inoue,,199eb7cf6ae90294
1665,Jorge,Interiano,,1e75e6c9de99fa76
1666,Jason,Ireland,The Irish Tornado,05a0556072931f01
1667,James,Irvin,The Sandman,a7f4d0902bb64092
1668,Eric,Irvin,,a47c2a6e24757932
1669,Issa,Isakov,Determinator,e9095aeb36f2aeb8
1670,Mitsuhiro,Ishida,The Endless Warrior,82f5c81f4e3c3eb5
1671,Teruto,Ishihara,Yashabo,88cd34d836b4ebcd
1672,Satoshi,Ishii,,c8a49ff2acb6f3c5
1673,Yuki,Ishikawa,,119ebea97e914dcf
1674,Eiji,Ishikawa,,eb89dc31949a1427
1675,Tokimitsu,Ishizawa,Kendo Ka Shin,f3155a94ca420126
1676,Damir,Ismagulov,Qazaq,135d124172a0bea3
1677,Wallid,Ismail,,da6dfd09cca1d705
1678,Leandro,Issa,Brodinho,d1e1fdcea7c8a90a
1679,Blagoy,Ivanov,Baga,1788eee370f077b7
1680,Anthony,Ivy,Aquaman,3c5005b66696d790
1681,Tomomi,Iwama,,ac5f67109accb482
1682,Tatsuya,Iwasaki,,243b07fc65ccbb16
1683,Yoislandy,Izquierdo,Cuba,afc2a7ce0c763bd5
1684,Hiroshi,Izumi,,53e4e21f4c688801
1685,Yves,Jabouin,Tiger,b4eeac608fc82f88
1686,Kevin,Jackson,,13b2f59210dda9cc
1687,Eugene,Jackson,The Wolf,ce783bf73b5131f9
1688,Quinton,Jackson,Rampage,ffc088e64fab57e9
1689,Jeremy,Jackson,Scorpion,ad32471f01e7b1a5
1690,Damon,Jackson,The Leech,29af297d9f1de0f8
1691,Kenyon,Jackson,,56c5132870a526d5
1692,Mike,Jackson,The Truth,0641c21bec209472
1693,Jason,Jackson,Jah-Son,ca8da445dfa82d56
1694,Montel,Jackson,Quik,cc1a8b4b38b92c6d
1695,Eric,Jacob,,ba17afef01ed78b6
1696,Richard,Jacobi,,46f557bd44da630e
1697,Dustin,Jacoby,The Hanyak,e4277e87a789d687
1698,Justin,James,,1ea8df62b3f8fea6
1699,Nate,James,,a34fecf2f4e5a317
1700,Virna,Jandiroba,Carcara,7dda2cf308f24a02
1701,Ryan,Janes,,b59037262c8fe060
1702,Josh,Janousek,,8f7380fb0916dc77
1703,Dave,Jansen,,335ad945324c3a2e
1704,Jaime,Jara,El Cucui,805ad1801eb26abb
1705,Gigo,Jara,The Little Animal,99d5cf1eda8b25c1
1706,Keith,Jardine,The Dean of Mean,b9d0fd83bb8a147a
1707,Brock,Jardine,The Machine,64959f90b6dd9759
1708,Josh,Jarvis,,32e8e0e8498f03c2
1709,Rony,Jason,,b71ce838b01f2cad
1710,Jasmine,Jasudavicius,,a9e260472d321361
1711,Louis,Jauregui,,0e8744ded08ee5fb
1712,Yazmin,Jauregui,,40cb680ae1cd331f
1713,Justin,Jaynes,The Guitar Hero,304a21d0595e1a08
1714,Joanna,Jedrzejczyk,,3d6749c4267da18f
1715,Aaron,Jeffery,,ccdcb20370be62a3
1716,Trent,Jenkins,,02fc8f50f56eb307
1717,Bubba,Jenkins,The Highlight Kid,5e841bb3752b6e86
1718,Adrienna,Jenkins,AJ,dae85a6a83f53215
1719,Brandon,Jenkins,The Human Highlight Reel,6a8928652fc01bee
1720,Jack,Jenkins,Phar,a9da3158dd2c2b5a
1721,Steve,Jennum,,ad047e3073a775f3
1722,Ryan,Jensen,,aae99701b21554e4
1723,Kyle,Jensen,,aec273fcb765330d
1724,Chan-Mi,Jeon,,24174a3f44ce8e03
1725,Maciej,Jewtuszko,Irokez,6b5b9be990774f0e
1726,Ronald,Jhun,The Machine Gun,b9e871af730f826c
1727,Baergeng,Jieleyisi,,8677e67a75d65b8e
1728,Gilbert,Jimenez,,59d36ddfcb27b7dc
1729,Art,Jimmerson,,a5c53b3ddb31cc7d
1730,Ryan,Jimmo,The Big Deal,bc3ec52ef70fc155
1731,Jinensibieke,Asikeerbai,,4eccb78d628b2238
1732,,Jiniushiyue,Little King Kong,c14a683dac2ebc4c
1733,Sung Bin,Jo,Korean Falcon,6e0e977beb909837
1734,Carls,John De Tomas,,2a4200ead401a9ce
1735,Phil,Johns,,a8fa0c4e95512806
1736,Brett,Johns,The Pikey,ec52462a1b41f714
1737,Miles,Johns,Chapo,46e0d677f91bacc0
1738,Anthony,Johnson,Rumble,365fee2da473b177
1739,DaMarques,Johnson,Darkness,322a56923b396b4d
1740,Devin,Johnson,,22f4b6cb6b1bd7fd
1741,Travis,Johnson,,443835675e8fc6ca
1742,Ricky,Johnson,,fa2fca260beeb9c0
1743,Tony,Johnson,,3641a0d117e9bc6c
1744,Lavar,Johnson,Big,e6c5908910cc26e4
1745,Demetrious,Johnson,Mighty Mouse,8a304bfd6bf04a57
1746,Michael,Johnson,The Menace,511e82663651438d
1747,Deshaun,Johnson,,bf97ad31eae89429
1748,Kajan,Johnson,Ragin',633a45d131192ffe
1749,Dashon,Johnson,Flyboy,36207c58e854cae5
1750,Timothy,Johnson,,cc900af167fbedfd
1751,Tony,Johnson,,a45bab49951a45cd
1752,Jordan,Johnson,,99bcdf5eac39898f
1753,Taylor,Johnson,Tombstone,552b09cbf13b6328
1754,Chad,Johnson,Big Rigg,6ce9a012e4c6020c
1755,Jose,Johnson,Lobo Solitario,84f727cf0166d6f2
1756,Charles,Johnson,InnerG,814e5233e2acf2ee
1757,Brian,Johnston,,1c3f5e85b59ec710
1758,Liana,Jojua,She Wolf,eebc23626e38f5dc
1759,Daniel,Jolly,The Werewolf of Texas,eeabcd4dc6619129
1760,Paul,Jones,,f341f9551ba744e2
1761,Jon,Jones,Bones,07f72a2a7591b409
1762,Nathan,Jones,,f54fb3b9c4228142
1763,Marcus,Jones,The Darkness,8fa2b06572365321
1764,Carlton,Jones,,f117c3e8c1aa7b9e
1765,Jesse,Jones,,bc0f994de0521926
1766,Tito,Jones,,7b223a22a6c26868
1767,Roy,Jones,,be8dfcf0442812b1
1768,Justin,Jones,Black Dynamite,9b75954db8db2a08
1769,Ben,Jones,Blitzkrieg,329aff8e958a2997
1770,Victor,Jones,,04f0471f221db717
1771,Chris,Jones,Lionheart,509319d35664369e
1772,Roshaun,Jones,,8a9f54b9056b07f5
1773,Jamelle,Jones,The Beast,1dda22d0ac3d1271
1774,Antonio,Jones,Doomsday,f1fd494586ab8d5f
1775,Trevin,Jones,5 Star,ec23c1be628d8057
1776,Mason,Jones,Dragon,f6ad6a1e4d600e0d
1777,Craig,Jones,,e947b563eb744a21
1778,Jacobi,Jones,Big Toe,08b01ed84044c6bc
1779,Jocelyn,Jones-Lybarger,,1a98c9dbb7fc3959
1780,Kevin,Jordan,The Shaman,02e52b3a595f0786
1781,Joe,Jordan,,712c4db78b9373d1
1782,Shawn,Jordan,The Savage,ca2efc9d7d523c43
1783,Ivan,Jorge,Batman,19db7ac26308178f
1784,Scott,Jorgensen,Young Guns,0b64d0fed453ef7f
1785,Gareth,Joseph,,8ecb9f42da5ef5ac
1786,Dwight,Joseph,,34ca93f1791a5c50
1787,Jeff,Joslin,The Inferno,388abbf8832b5adf
1788,Krzysztof,Jotko,,4e06913c91da5200
1789,Alan,Jouban,Brahma,cf65d56b0755ed3b
1790,Charles,Jourdain,Air,f1d64ae34e088832
1791,Kevin,Jousset,Air,dda15dbfafb792df
1792,Mike,Joy,,35080a7f406f9ab3
1793,Dustin,Joynson,,791367e8c35cfb6a
1794,Tony,Juarez,,97f3692d5444a80a
1795,Jesse,Juarez,,cd039ff136d89ded
1796,Anshul,Jubli,King of Lions,a72a2a769fa5a2be
1797,Carli,Judice,Crispy,f1ab6f37492c630a
1798,Steve,Judson,,6ece1d2ab1bed31d
1799,Luke,Jumeau,The Jedi,4c288a2b250bb576
1800,Bu-Kyung,Jung,,b35d1650c78c2948
1801,Chan Sung,Jung,The Korean Zombie,c451d67c09c55418
1802,Young Sam,Jung,,13104eaed3ae96c3
1803,Da Woon,Jung,Sseda,74f9448b97bf8bec
1804,Scott,Junk,,ac70a4f1db1b8c40
1805,Myles,Jury,Fury,08e908ed6d18d6a0
1806,Cristiane,Justino,Cyborg,634bb0de2eb043b4
1807,Patrick,Kaase,Kamikaze,b180f05acb24d430
1808,Emily,Kagan,,c1ea9d56cd953586
1809,Oron,Kahlon,,00a35c92b03992b0
1810,Kaiwen,,The Underdog,0565706b1e7f7e7c
1811,Sirwan,Kakai,Zohan,2525a853486ee670
1812,Saidyokub,Kakhramonov,,50a28b9f8314e008
1813,Geza,Kalman,,304fcd812f12c589
1814,Bryson,Kamaka,,9336e86cfd4ceaa1
1815,Kai,Kamaka,The Fighting Hawaiian,eee0ef3e2b14816b
1816,Shuya,Kamikubo,Stealth,a46fa1c7972548d0
1817,Martin,Kampmann,The Hitman,8b69839f3555a67b
1818,Koya,Kanda,Bushido,b42d3a1469dab722
1819,Bharat,Kandare,Daring,efd2b3e9bb7965a4
1820,Hiromitsu,Kanehara,,eda579d906cf0ca2
1821,Masanori,Kanehara,,f3a078277b3b8ff4
1822,Ken,Kaneko,,5345f86680378fc1
1823,Denis,Kang,,3c241737a6069b9f
1824,Kyung Ho,Kang,Mr. Perfect,a7897d200692ab64
1825,Manel,Kape,StarBoy,5d1b7e3dd9e11074
1826,David,Kaplan,Diamond,5669b828e7e11329
1827,Kai,Kara-France,Don't Blink,853eb0dd5c0e2149
1828,Georgi,Karakhanyan,Insane,43292ecf0e72c143
1829,Alex,Karalexis,The Assassin,e361e5c858af6ff1
1830,Ernesta,Kareckaite,Heavy-Handed,e4faa79383c9f214
1831,Impa,Kasanganay,Tshilobo,257b0c8d6f199895
1832,Jinnosuke,Kashimura,,4a9120fa47bafef0
1833,Nadia,Kassem,,6e7506127408aa9e
1834,Yusuke,Kasuya,,3058888c33149a53
1835,Tetsuji,Kato,,542db012217ecb83
1836,Hisaki,Kato,,ebf1c247b2cba375
1837,Brad,Katona,Superman,7b433309b0fd12aa
1838,Calvin,Kattar,,751de04455cfaac0
1839,Sarah,Kaufman,,36df8e119aec6175
1840,Yusuke,Kawaguchi,,fa2320781bfe4f49
1841,Canaan,Kawaihae,,58d42b9e920b25fc
1842,Tatsuya,Kawajiri,Crusher,80d918336163b80c
1843,Ryo,Kawamura,,9e91d7fd2720e241
1844,Doug,Kay,,547c5611bd366988
1845,Toshiomi,Kazama,,148bb103cfbf123e
1846,Julie,Kedzie,,981ab7a0576f76a0
1847,Ryan,Keenan,,a72b20136239ba39
1848,CJ,Keith,,c0eecd851dbf3146
1849,Chris,Kelades,The Greek Assassin,56c9acc4e86046a2
1850,Brian,Kelleher,Boom,7be14eaed4c74856
1851,Mayana,Kellem,,c788481ae19e798d
1852,Tony,Kelley,Primetime,1a08b01fdabb6ae2
1853,Paul,Kelly,,aac5ac38148f0528
1854,John,Kelly,,ace83095105dd205
1855,Daniel,Kelly,,bdcbb976816fd256
1856,Tim,Kennedy,,3c660c90d48fc80d
1857,Steve,Kennedy,The Steamrolla,185fb0200a4605e6
1858,Jeremy,Kennedy,JBC,68f6e96c5fa6e044
1859,Waylon,Kennell,,9b8a73b59be8d786
1860,Casey,Kenney,,e7bba7ce4d6c7b07
1861,Maimaitituoheti,Keremuaili,Kyrgyz Mountain Eagle,772022b989534f0d
1862,Aurelijus,Kerpe,,c1e4ae143cce7398
1863,Mark,Kerr,The Smashing Machine,a7b48e18ca27795d
1864,Will,Kerr,,ef61d9f5176b3200
1865,Ron,Keslar,,b84f34b425dfd24b
1866,Rustam,Khabilov,Tiger,9b7694d064a8a0ad
1867,Adam,Khaliev,,1aba18b5f15d4956
1868,Sergey,Khandozhko,Honda,90da09db03e41748
1869,Sergei,Kharitonov,,0693b2eab79198ea
1870,Alfred,Khashakyan,The Fearless,3929efe0c0a83d07
1871,Aliaskhab,Khizriev,Black Wolf,7ab478c397cd68ef
1872,WonBin,Ki,The Danger,aaeb55084b198a39
1873,Pannie,Kianzad,Banzai,91dac5e69e28d5b5
1874,Akira,Kikuchi,,9c37681096c6f3a9
1875,Katsunori,Kikuno,,44470bfd9483c7ad
1876,Sanae,Kikuta,,e4bde462b043d3e1
1877,Jacob,Kilburn,The Killer,637bd06c32219f0b
1878,Dong Hyun,Kim,Stun Gun,9bcf8603ceb25680
1879,Jin Oh,Kim,,8d04923f2db59b7f
1880,Dae Won,Kim,,354808cf38d9d73c
1881,Jong Wang,Kim,,380e8b023290d091
1882,Jong Won,Kim,,9e0f28d1f639ad73
1883,Min Soo,Kim,,831b937811804dad
1884,Jong Man,Kim,Special Force,dba230fe33011201
1885,Ji Yeon,Kim,Firefist,a20f234df70f2182
1886,MinWoo,Kim,Korean MOAI,6343a95f1d9e6a33
1887,HanSeul,Kim,Spade,2bc47c7cc6c05bd7
1888,KyeungPyo,Kim,Redhorse,5a9f7b5ffebdd6e7
1889,Sangwook,Kim,Frogman,a264d4e9a4d6bfe4
1890,SangWon,Kim,No Problem,e9712cad24948ce1
1891,So Yul,Kim,,864c07a7ff90caae
1892,Jeremy,Kimball,,917a5cb9821df261
1893,Rob,Kimmons,The Rosedale Reaper,054defd5420a551f
1894,Dustin,Kimura,The Diamond,fe91d254db77a7fc
1895,Taiei,Kin,,c7ac79839e86ce33
1896,Mike,King,,564c2f5f9eb45d67
1897,Kyle,Kingsbury,Kingsbu,b959e8c7fd8390d2
1898,Yusaku,Kinoshita,,21b5c82c1b89dab1
1899,Kamuela,Kirk,The Jawaiian,c7d7fda69ec410d3
1900,Yurij,Kiseliov,Playboy,51d2aaaca56e5b40
1901,Justine,Kish,,928ae2e5b5f7a9ec
1902,Koji,Kitao,,2a6f8136da1e52c0
1903,Satoru,Kitaoka,,e2ac5bb645f33088
1904,Top Noi,Kiwram,,e065b4a42a6c2c79
1905,Ludovit,Klein,Mr. Highlight,5b86d491d63890c5
1906,Seth,Kleinbeck,Mass Destruction,8ad022dd81224f61
1907,Stefan,Klever,,bc3876891e155bb5
1908,Felix,Klinkhammer,,8276f28f1ad087de
1909,Drakkar,Klose,,7cbf7c78d3b34218
1910,Michael,Knaap,Hammer,02f0e04acf102ea9
1911,Kevin,Knabjian,,1fac46d466abd5b8
1912,Jason,Knight,The Kid,bb1a2cdad6ff34db
1913,William,Knight,Knightmare,5da33b8fbfa5ee95
1914,Josefine,Knutsson,Thunder,971dba22c622af12
1915,Isao,Kobayashi,,a02652d063ef5baa
1916,Kelly,Kobold,Blood Red,c398235fcaf8d71d
1917,Erik,Koch,Phoenix,99bd87a300079ed9
1918,Sokun,Koh,,6d8ef8706781c49e
1919,Shingo,Kohara,,44c233770075cea1
1920,Brad,Kohler,,13c4313ed0f744f3
1921,Charlie,Kohler,,5717efc6f271cd52
1922,Tsuyoshi,Kohsaka,TK,b76ed59283d3559c
1923,Kaloyan,Kolev,,33de378ce1734638
1924,John,Kolosci,,5f6038bcdb95e3e4
1925,Yuki,Kondo,,1fe7adb23b3eedfb
1926,Syuri,Kondo,,a851c35f58199231
1927,Cheick,Kongo,,1eacf73d6a0055dc
1928,Andrei,Kopylov,,dd39f1ca787a3d9d
1929,Roman,Kopylov,,9d83f6da776ff7d6
1930,Bruno,Korea,,6c011be66326ad97
1931,Andrey,Koreshkov,Spartan,aee885b8ca29ab4f
1932,Josh,Koscheck,,dd37fd509af89f15
1933,Steven,Koslow,Obi Won Shinobi The Pillow,84512339473dd300
1934,Naoyuki,Kotani,,bc8f6b42767e28df
1935,Ilya,Kotau,,a68d57ae177a5815
1936,Iouri,Kotchkine,,c6becb722706c7d8
1937,Matt,Kovacs,300,8fbcd82bf7f352bf
1938,Marcus,Kowal,,ad0e42800a0d8977
1939,Karolina,Kowalkiewicz,,d7c3816669784109
1940,Steve,Kozola,,fc36e2352dccf2a4
1941,Derrick,Krantz,D-Rock,714e1e0681ddb703
1942,James,Krause,The,8f6a18831a120817
1943,Pascal,Krauss,Panzer,a01e84abefd85ec0
1944,Rene,Kronvold,,db05271715bb4874
1945,Kaynan,Kruschewsky,Bahia,ca36633b80be4a78
1946,Jorgen,Kruth,The Last Viking,6071d786f6187810
1947,Nikita,Krylov,The Miner,1091d4d957141094
1948,Mariusz,Ksiazkiewicz,The Iron Pol,ab16537dd1e5e81d
1949,Junya,Kudo,,487c170da059857d
1950,John,Kuhner,,a272656ad662ac53
1951,Michael,Kuiper,,b7f38813485745da
1952,Anton,Kuivanen,,706f8e2b34e8e18b
1953,Maiju,Kujala,,4e77d070239699e2
1954,Sumit,Kumar,The Indian Kid,a0a625221e0dd339
1955,Aleksei,Kunchenko,,e2ccd9a9ace60de7
1956,Rizvan,Kuniev,,739fd4fbb5d862f4
1957,Keigo,Kunihara,,782a2a17d3e38fdf
1958,Kiichi,Kunimoto,Strasser,71df36d6d8cf0d74
1959,Leo,Kuntz,The Lion,6905d45bd71b50a9
1960,Korey,Kuppe,,780a2897055e3ee3
1961,Ramazan,Kuramagomedov,,b6a73e6f11a8835c
1962,Tsuyoshi,Kurihara,,032b65d5fff611b2
1963,Eldari,Kurtanidze,,4c78fc005a53831d
1964,Kyle,Kurtz,,b490def93478ae29
1965,Guram,Kutateladze,Georgian Viking,7772b283d288dbe2
1966,Lina,Kvokov,,843dd76c50cae0f6
1967,Kaleo,Kwan,Leo Boy,2545c7f47a65bca3
1968,Jarrod,Kwitty,,849d15ed7e3a0e97
1969,Mike,Kyle,MAK,56b8b24f65f9f057
1970,Achmed,Labasanov,,b3fb8d2293e17a59
1971,Josh,LaBerge,,5108b169b5fe1f86
1972,Jeremiah,Labiano,The Kid,4fe1d105af549845
1973,Daniel,Lacerda,Miojo,31bb0772f21cabd8
1974,Luan,Lacerda,,6fc506e1099afe20
1975,Kemran,Lachinov,,eb84192d1a97f69e
1976,Aspen,Ladd,,d4691518d012b9e7
1977,Ryan,LaFlare,,4c7781da8c6cae93
1978,Corinne,Laframboise,,fbe9f4efc2153be2
1979,Ben,Lagman,Bad News,b40e65d71a8d4ce5
1980,Noad,Lahat,Neo,9f755fb04cc21499
1981,Tina,Lahdemaki,Jelly Bean,e5ca2bc2451a5956
1982,Yohan,Lainesse,White Lion,f998f5c102250d6e
1983,Tim,Lajcik,The Bohemian,c7e9d15cfce52f1d
1984,Todd,Lally,,7d06092326c52528
1985,Sean,Lally,The Unpredictable One,e62ce041bb7aeb1f
1986,Ricardo,Lamas,The Bully,3974fa35c917af1d
1987,Jason,Lambert,The Punisher,5be86bb2f78fef2f
1988,Jose,Landi-Jons,Pele,7e062824c175f975
1989,Nate,Landwehr,The Train,583ee11abddfc581
1990,Austen,Lane,,be9bdec19b7e9ffe
1991,Aaron,Lanfranco,,d73e856f150744b2
1992,Jeremy,Lang,,09422812370fbdfe
1993,Lionel,Lanham,,b8980dd7e8fc5976
1994,Lina,Lansberg,Elbow Queen,2eeaefbfc7f9fcff
1995,Taylor,Lapilus,Double Impact,8b1ed83b02303075
1996,Chad,Laprise,The Disciple,c03a5022f8439f2a
1997,Anthony,Lapsley,The Recipe,f3a853544e4413c4
1998,TJ,Laramie,,cd2e5a390821fb48
1999,Icho,Larenas,,49efbdc6c9f650c4
